Groups,Issuer,Current Balance,Equity Holding Shares,Bloomberg FIGI,CUSIP,Security Name,Last Price,Seniority,Lien Priority,Is Covenant Lite,Funded Amount,Payment Frequency,Coupon Type,Day Count,Margin,Coupon,Index Floor Rate,Commitment Fee Rate,Maturity Date,Moody's Issuer Rating,Moody's Reported Rating,Moody's Credit Watch,S&P Issuer Rating,S&P Reported Rating,S&P Credit Watch,Fitch Issuer Rating,Fitch Reported Rating,Moody's Industry Classification,S&P Industry,Fitch Industry,Moody's Recovery Rate,S&P Recovery Rate,Country,Index Spread Adjustment,Aggregate Par Amount Issued,Commitment Amount,Cumulative Capitalized Amount,Currency,Current Par Value,Default Date,Default Status,Expected Maturity Date,Factor,Fitch Country Rating,Fitch Current Rating,Fitch Industry Code,Fitch Recovery Rate,LGD,pd_bucket,pd_rating_source,pd_rating_used,pd_years_to_horizon,PD,price_source
0,"PINNACLE BUYER, LLC",243583.33,,BBG01X3LN2J6,72349UAC6,Delay Draw Term Loan,100.25,SNSE,1.0,Yes,,4.0,FLT,,2.5,2.5,0.0,0.03,10/01/2032,B2,B2,CWNT,B,B,CWNT,,B+,Capital Equipment,Commercial Services & Supplies,Industrial/Manufacturing,,0.45,US,,1746750000.0,,,USD,243583.33,,No,,,,BB-,10,,0.55,B,issuer,B,6.342465753424658,0.1717945205479452,reported
0,Goat Holdco LLC,240540.52,,BBG01ZG4XT32,38021CAC2,Term Loan B,100.125,SNSE,1.0,Yes,,12.0,FLT,ACTUAL_360,2.5,6.1522,0.0,,01/27/2032,B2,B2,CWNT,B,B,CWNT,,B,Capital Equipment,Machinery,Industrial/Manufacturing,,0.24,US,,2876812812.5,,,USD,240540.52,,No,,,AAA,,10,,0.76,B,issuer,B,5.663013698630137,0.1602265753424657,reported
0,VSE Corporation,240000.0,,BBG0204C1674,92921UAB2,Term Loan B (06/26),100.5,SNSE,1.0,Yes,,12.0,FLT,ACTUAL_360,2.0,5.6464,,,03/07/2033,Ba3,Ba3,CWNT,BB,BB,CWNT,,BB-,Services: Business,Commercial Services & Supplies,Business Services General,,0.28,US,,900000000.0,,,USD,240000.0,,No,,,AAA,,28,,0.72,BB,issuer,BB,6.772602739726027,0.0675534246575342,reported
0,"Whitewater Matterhorn Holdings, LLC",239400.0,,BBG01ZKNXMJ3,96618PAC0,Term Loan,100.313,SNSE,1.0, ,,4.0,FLT,ACTUAL_360,1.75,5.4496,0.0,,06/16/2032,Ba3,Ba3,CWNT,BB-,BB-,CWNT,,BB,Services: Business,Energy Equipment & Services,Industrial/Manufacturing,,0.35,US,,1559300000.0,,,USD,239400.0,,No,,,AAA,BB+,10,,0.65,BB-,issuer,BB-,6.049315068493151,0.0998854794520548,reported
0,"Zelis Payments Buyer, Inc",237458.84,,BBG01QG0D3X6,98932TAH6,Term Loan B (10/24),98.188,SNSE,1.0,Yes,,12.0,FLT,ACTUAL_360,3.25,6.9022,0.0,,11/26/2031,B2,B2,CWNT,B,B,CWNT,,B,Services: Business,Health Care Providers & Services,Healthcare Providers,,0.3,US,,4051750000.0,,,USD,237458.84,,No,,,AAA,,22,,0.7,B,issuer,B,5.493150684931507,0.1568123287671232,reported
0,Pegasus Bidco BV,235279.73,,BBG01X5748M9,N6872PAL5,Term Loan B,100.25,SNSE,1.0, ,,4.0,FLT,ACTUAL_360,2.75,6.4025,0.0,,07/12/2029,B1,B1,CWNT,B+,B+,CWNT,,B+,Consumer Goods: Durable,Consumer Staples Distribution & Retail,"Food, Beverage & Tobacco",,0.4,NL,,7201192585.37,,,USD,235279.73,,No,,,AAA,,17,,0.6,B+,issuer,B+,3.117808219178082,0.0836454794520547,reported
0,"MH Sub I, LLC",229068.32,,BBG01G6XWDX4,45567YAN5,Term Loan 5/23,96.0,SNSE,1.0,Yes,,12.0,FLT,ACTUAL_360,4.25,7.9022,0.5,,05/03/2028,B2,B1,CWNT,B,B,CWNT,,B,Services: Consumer,Diversified Consumer Services,Business Services Data & Analytics,,0.4,US,,12790732731.19,,,USD,229068.32,,No,,,AAA,,29,,0.6,B,issuer,B,1.926027397260274,0.060885205479452,reported
0,"Specialty Building Products Holdings, LLC",227994.78,,BBG012QFBWT8,84748EAF7,Term Loan B,90.563,SNSE,1.0,Yes,,12.0,FLT,ACTUAL_360,3.75,7.5022,0.5,,10/15/2028,B3,Caa1,CWNT,B-,B-,CWNT,,B-,Construction & Building,Construction Materials,Building & Materials,,0.27,US,,1024692307.7,,,USD,227994.78,,No,,,AAA,,8,,0.73,B-,issuer,B-,2.378082191780822,0.1299210958904109,reported
0,"Vizient, Inc.",226065.12,,BBG01W3DBYF3,92855LAR7,Term Loan,100.125,SNSE,1.0, ,,12.0,FLT,ACTUAL_360,1.75,5.4022,0.5,,08/01/2031,Ba2,Ba2,CWNT,BB+,BB+,CWNT,,BB,Services: Business,Health Care Providers & Services,Business Services General,,0.45,US,,4389500001.0,,,USD,226065.12,,No,,,AAA,,28,,0.55,BB+,issuer,BB+,5.1726027397260275,0.0301736986301369,reported
0,Astoria Energy LLC,223719.88,,BBG01ZK2YG65,04626LAJ8,Term Loan B (09/24),100.313,SNSE,1.0,Yes,,4.0,FLT,ACTUAL_360,2.25,5.9496,0.0,,06/16/2032,,Ba3,CWNT,,B+,CWNT,,B,Energy: Electricity,Energy Equipment & Services,Utilities (Power),,0.6,US,,1885616269.32,,,USD,223719.88,,No,,,AAA,,26,,0.4,B+,issue_fallback,B+,6.049315068493151,0.1464594520547945,reported
0,Nomad Foods Europe Midco Limited,218900.78,,BBG01Y1VH1J3,,Term Loan B,99.188,SNSE,1.0,Yes,,2.0,FLT,ACTUAL_360,2.5,6.2764,0.0,,10/28/2032,B1,B1,CWNT,BB-,BB-,,,BB,"Beverage, Food & Tobacco",Consumer Staples Distribution & Retail,"Food, Beverage & Tobacco",,0.45,GB,,820000002.01,,,USD,218900.78,,No,,,AA-,BB+,17,,0.55,BB-,issuer,BB-,6.416438356164384,0.1049884931506849,reported
0,Kaman Corporation,216476.56,,BBG01RXGB1W7,48354VAN2,Delayed Draw Term Loan (01/25),100.125,SNSE,1.0, ,,4.0,FLT,,1.0,1.0,0.5,0.01,02/26/2032,B2,B2,CWNT,B+,B+,,,BB,Aerospace & Defense,Aerospace & Defense,Aerospace & Defense,,0.5,US,,4253882949.62,,,USD,216476.56,,No,,,,BBB-,6,,0.5,B+,issuer,B+,5.745205479452054,0.1413939726027397,reported
0,South Field Energy LLC,214351.47,,BBG01X0X1JH2,83783XAG1,Term Loan B,100.563,SNSE,1.0, ,,4.0,FLT,ACTUAL_360,3.0,6.6996,0.0,,08/29/2031,,Ba3,CWNT,,B+,CWNT,,B,Utilities: Electric,Electric Utilities,Utilities (Power),,0.6,US,,827296763.19,,,USD,214351.47,,No,,,AAA,,26,,0.4,B+,issue_fallback,B+,5.249315068493151,0.1330134246575342,reported
0,"LSF12 Crown US Commercial Bidco, LLC",205526.69,,BBG01ZF5HCS8,50221UAE1,Term Loan B,100.25,SNSE,1.0,Yes,,12.0,FLT,ACTUAL_360,3.0,6.6493,0.0,,12/02/2031,B1,B1,CWNT,B-,B-,CWNT,,B-,Consumer Goods: Durable,Household Durables,Consumer Products,,0.3,US,,2235176625.0,,,USD,205526.69,,No,,,AAA,,15,,0.7,B-,issuer,B-,5.50958904109589,0.2298802739726027,reported
0,UnitedHealth Group Inc,200000.0,,BBG0113709K5,91324PED0,UNH 2.3% 5/15/31,89.709,SNUN,, ,,2.0,FXD,30_360,,2.3,,,05/15/2031,,A2,CWNT,A+,A+,CWNT,,A,Healthcare & Pharmaceuticals,Health Care Providers & Services,Healthcare Providers,,0.18,US,,,,,USD,200000.0,,No,,,AAA,A,22,,0.8200000000000001,A+,issuer,A+,4.958904109589041,0.0034671232876712,reported
0,Station Casinos LLC,194419.34,,BBG01R6KF181,85769EBB6,Term Loan  (3/24),100.375,SNSE,1.0, ,,12.0,FLT,ACTUAL_360,2.0,5.6522,0.0,,03/14/2031,Ba3,Ba1,CWNT,BB-,BB-,CWNT,,BB-,"Hotel, Gaming & Leisure","Hotels, Restaurants & Leisure","Gaming, Leisure & Entertainment",,0.7,US,,9494090328.73,,,USD,194419.34,,No,,,AAA,,19,,0.3,BB-,issuer,BB-,4.789041095890411,0.079192602739726,reported
0,Multi-Color Corporation,190195.72,,BBG012Y4BWH7,62538LAM6,Term Loan DIP (USD) (02/26),43.89,SNSE,1.0, ,,4.0,FLT,ACTUAL_360,6.75,10.4102,0.0,,11/03/2026,WR,Caa3,,D,CCC-,,,B-,"Containers, Packaging & Glass",Containers & Packaging,Packaging & Containers,,0.5,US,,1349166467.45,,,USD,190195.72,,No,,,AAA,,12,,0.5,D,defaulted,D,0.4273972602739726,1.0,reported
0,"Mitchell International, Inc.",188679.25,,BBG01ZKL0K25,60662WBC5,Second Amendment Term Loan (01/26),98.25,SNSE,1.0,Yes,,12.0,FLT,ACTUAL_360,3.0,6.6522,0.5,,06/17/2031,B3,B3,CWNT,B-,B-,CWNT,,B-,High Tech Industries,Software,Technology Software,,0.35,US,,6520707507.91,,,USD,188679.25,,No,,,AAA,,2,,0.65,B-,issuer,B-,5.049315068493151,0.2212271232876712,reported
0,"Tenable Holdings, Inc.",188274.6,,BBG011HVQD48,88025XAC7,Term Loan B (6/21),100.0,SNSE,1.0,Yes,,12.0,FLT,ACTUAL_360,2.75,6.5167,0.5,,07/07/2028,Ba3,Ba3,CWNT,BB,BB,CWNT,,BB,High Tech Industries,Software,Technology Software,,0.45,US,,359062500.0,,,USD,188274.6,,No,,,AAA,,2,,0.55,BB,issuer,BB,2.1041095890410957,0.0151430136986301,reported
0,"Pretium PKG Holdings, Inc.",186378.64,,BBG01JNTRJY0,74142KAR0,Term Loan First Out Exit (3/26),101.627,SNSE,1.0, ,,4.0,FLT,ACTUAL_360,5.25,8.9174,0.0,,03/03/2031,Caa1,B2,CWNT,CCC+,CCC+,CWNT,,CCC+,"Containers, Packaging & Glass",Containers & Packaging,Packaging & Containers,,0.7,US,,2687888758.83,,,USD,186378.64,,No,,,AAA,,12,,0.3,CCC/C,issuer,CCC/C,4.758904109589041,0.4600441095890411,reported
0,Gainwell Acquisition Corp.,173071.77,,BBG00WFD9D24,59909TAC8,Term Loan B,98.125,SNSE,1.0,Yes,,4.0,FLT,ACTUAL_360,4.0,7.7996,0.75,,10/01/2027,Caa1,B3,CWNT,CCC+,CCC+,CWNT,,B-,Healthcare & Pharmaceuticals,Health Care Technology,Healthcare Devices,,0.5,US,,7545421052.6,,,USD,173071.77,,No,,,AAA,B+,21,,0.5,CCC/C,issuer,CCC/C,1.336986301369863,0.2942246575342466,reported
0,"Hanger, Inc.",171569.49,,BBG01Q6DXL49,41043BAJ7,Delayed Draw (10/24),100.5,SNSE,1.0,Yes,,12.0,FLT,ACTUAL_360,3.5,7.1522,0.0,0.04,10/23/2031,B2,B2,CWNT,B,B,CWNT,,B,Healthcare & Pharmaceuticals,Health Care Providers & Services,Healthcare Providers,,0.3,US,,1406095000.0,,,USD,171569.51,,No,,,AAA,,22,,0.7,B,issuer,B,5.4,0.15494,reported
0,"Lumexa Imaging Outpatient, Inc.",169575.0,,BBG01YTYB5Q6,90372AAN8,Term Loan B (12/25),100.625,SNSE,1.0, ,,4.0,FLT,ACTUAL_360,3.0,6.6996,0.0,,12/13/2032,B2,B2,CWNT,B+,B+,CWNT,,B+,Healthcare & Pharmaceuticals,Health Care Providers & Services,Healthcare Providers,,0.3,US,,822937500.0,,,USD,169575.0,,No,,,AAA,,22,,0.7,B+,issuer,B+,6.542465753424658,0.1540539726027397,reported
0,"Savor Acquisition, Inc.",158714.45,,BBG01RZSWH06,80536AAB8,Term Loan B (02/25),100.5,SNSE,1.0,Yes,,4.0,FLT,ACTUAL_360,3.0,6.6634,0.0,0.03,02/19/2032,B2,B2,CWNT,B,B,CWNT,,B,"Beverage, Food & Tobacco",Consumer Staples Distribution & Retail,"Food, Beverage & Tobacco",,0.4,US,,1043586372.18,,,USD,158714.45,,No,,,AAA,,17,,0.6,B,issuer,B,5.726027397260274,0.1614931506849315,reported
0,Chicago US Midco III LP,154600.47,,BBG01XM4XZP2,16825PAC7,Delayed Draw Term Loan (10/25),100.5,SNSE,1.0, ,,6.0,FLT,,2.5,2.5,0.0,0.03,11/01/2032,B2,B2,CWNT,B,B,CWNT,,B,"Banking, Finance, Insurance & Real Estate",Financial Services,Banking & Finance,,0.3,US,,1160000000.0,,,USD,154600.47,,No,,,,,27,,0.7,B,issuer,B,6.427397260273972,0.1729835616438356,reported
0,"Asplundh Tree Expert, LLC",152623.24,,BBG00Z6CW2H1,04538FAD1,Term Loan 2/21,100.188,SNSE,1.0,Yes,,12.0,FLT,ACTUAL_360,1.75,5.5022,0.0,,09/07/2027,Ba1,Ba1,CWNT,BB+,BB+,CWNT,,BB+,Services: Business,Commercial Services & Supplies,Business Services General,,0.65,US,,5707110100.0,,,USD,152623.24,,No,,,AAA,,28,,0.35,BB+,issuer,BB+,1.2712328767123289,0.004218904109589,reported
0,Ranpak Corp.,150533.52,,BBG01R3YHB80,75321EAM5,Term Loan (12/24),99.813,SNSE,1.0,Yes,,12.0,FLT,ACTUAL_360,4.5,8.1522,0.0,,12/12/2031,B3,B3,CWNT,B,B,CWNT,,B-,"Containers, Packaging & Glass",Containers & Packaging,Packaging & Containers,,0.35,US,,883159076.92,,,USD,150533.52,,No,,,AAA,,12,,0.65,B,issuer,B,5.536986301369863,0.1576934246575342,reported
0,"Charter Communications Operating, LLC.",149304.28,,BBG01KBQS094,16117LCB3,Term Loan B4,97.5,SNSE,1.0, ,,4.0,FLT,ACTUAL_360,2.0,5.6918,0.0,,12/09/2030,Ba2,Ba1,CWNT,NR,BB+,CWNT,,BB+,Media: Broadcasting & Subscription,Media,Telecommunications,,0.7,US,,7778461778.59,,,USD,149304.28,,No,,,AAA,BBB- *+,3,,0.3,BB+,issue_fallback,BB+,4.528767123287671,0.0257484931506849,reported
0,Clarios Global LP,147581.48,,BBG01N67CGH9,C8000CAM5,Term Loan B  (07/24),100.313,SNSE,1.0,Yes,,12.0,FLT,ACTUAL_360,2.5,6.1522,0.0,,05/06/2030,B2,B2,CWNT,BB-,BB-,CWNT,,B,Automotive,Automobiles,Automobiles,,0.3,US,,9173585940.5,,,USD,147581.48,,No,,,AAA,B+,7,,0.7,BB-,issuer,BB-,3.9342465753424656,0.064417808219178,reported
0,"Talen Energy Supply, LLC",145220.57,,BBG01R4XT377,87422LAY6,Term Loan B (12/24),99.5,SNSE,1.0, ,,4.0,FLT,ACTUAL_360,2.5,6.1525,0.0,,12/15/2031,Ba3,Baa3,CWNT,BB-,BB-,CWNT,,BB-,Energy: Electricity,Electric Utilities,Utilities (Power),,0.7,US,,6271020004.98,,,USD,145220.57,,No,,,AAA,,26,,0.3,BB-,issuer,BB-,5.545205479452055,0.0917413698630137,reported
0,Hamilton Projects Acquiror LLC,136876.96,,BBG01VG6DNZ6,40444KAF2,Term Loan (6/25),100.5,SNSE,1.0, ,,12.0,FLT,ACTUAL_360,2.5,6.1522,0.0,,05/30/2031,,Ba3,CWNT,,BB-,CWNT,,B,Utilities: Electric,Electric Utilities,Utilities (Power),,0.75,US,,1201500002.0,,,USD,136876.96,,No,,,AAA,,26,,0.25,BB-,issue_fallback,BB-,5.0,0.0828,reported
0,IQVIA Inc.,132349.6,,BBG01SCHGSD3,44969CBP4,Term Loan,100.563,SNSE,1.0, ,,4.0,FLT,ACTUAL_360,1.75,5.4496,0.0,,01/02/2031,Ba1,Baa3,CWNT,BB+,BB+,CWNT,,BB+,Healthcare & Pharmaceuticals,Health Care Providers & Services,Healthcare Providers,,0.6,US,,5751770589.06,,,USD,132349.6,,No,,,AAA,,22,,0.4,BB+,issuer,BB+,4.594520547945206,0.0262021917808219,reported
0,Sunrise Financing Partnership,129546.15,,BBG01S0RYG86,N9000DAK3,Term Loan (2/25),98.938,SNSE,1.0,Yes,,2.0,FLT,ACTUAL_360,2.47,6.0991,0.0,,02/17/2032,Ba3,Ba3,CWNT,BB-,BB-,CWNT,,BB-,Media: Broadcasting & Subscription,Media,Cable,,0.45,US,,1950000000.0,,,USD,129546.15,,No,,,AAA,BB+,5,,0.55,BB-,issuer,BB-,5.720547945205479,0.0946169863013698,reported
0,"Wand NewCo 3, Inc.",125733.04,,BBG01RMLY3G7,93369PAM6,Term Loan B (01/25),99.875,SNSE,1.0,Yes,,12.0,FLT,ACTUAL_360,2.5,6.1522,0.0,,01/30/2031,B3,B3,CWNT,B,B,CWNT,,B-,Automotive,Automobiles,Automobiles,,0.27,US,,5082312502.0,,,USD,125733.04,,No,,,AAA,,7,,0.73,B,issuer,B,4.671232876712328,0.1395027397260274,reported
0,"Surgery Center Holdings, Inc.",121488.76,,BBG01WJB7844,86880NBD4,Term Loan B (08/25),100.25,SNSE,1.0, ,,12.0,FLT,ACTUAL_360,2.5,6.1522,0.0,,12/19/2030,B2,Ba3,CWNT,B,B,CWNT,,B-,Healthcare & Pharmaceuticals,Health Care Providers & Services,Healthcare Providers,,0.4,US,,3189031250.0,,,USD,121488.76,,No,,,AAA,,22,,0.6,B,issuer,B,4.556164383561644,0.1369136986301369,reported
0,SALAS OBRIEN INC,114285.71,,BBG01ZK5M8T4,79400JAM0,Delayed Draw Term Loan,99.625,SNSE,1.0,Yes,,12.0,FLT,,1.375,1.375,0.0,0.01,01/31/2033,B2,B2,CWNT,B,B,CWNT,,B,Construction & Building,Construction & Engineering,Building & Materials,,0.35,US,,700000000.0,,,USD,114285.71,,No,,,,,8,,0.65,B,issuer,B,6.676712328767123,0.1764739726027397,reported
0,"Transdigm, Inc.",100430.05,,BBG01PKM52G5,89364MCD4,Term Loan (09/24),100.188,SNSE,1.0,Yes,,12.0,FLT,ACTUAL_360,2.5,6.1522,0.0,,01/19/2032,B1,Ba3,CWNT,BB-,BB-,CWNT,,BB-,Aerospace & Defense,Aerospace & Defense,Aerospace & Defense,,0.27,US,,20624024882.23,,,USD,100430.05,,No,,,AAA,,6,,0.73,BB-,issuer,BB-,5.641095890410959,0.0933139726027397,reported
0,Ranpak B.V.,96341.48,,BBG01R8ZQRY8,,Term Loan (12/24),101.375,SNSE,1.0,Yes,,12.0,FLT,ACTUAL_360,4.5,8.1522,0.0,,12/12/2031,B3,B3,CWNT,B,B,CWNT,,B-,"Containers, Packaging & Glass",Containers & Packaging,Packaging & Containers,,0.35,US,,158000000.0,,,USD,96341.48,,No,,,AAA,,12,,0.65,B,issuer,B,5.536986301369863,0.1576934246575342,reported
0,"BlackRock, Inc.",89000.0,,BBG00THWPNG2,09247XAR2,BlackRock Sr Note 1.9% 1/28/31,89.401,SNUN,, ,,2.0,FXD,30_360,,1.9,,,01/28/2031,,Aa3,CWNT,AA-,AA-,CWNT,,AA-,"Banking, Finance, Insurance & Real Estate",Financial Services,Banking & Finance,,0.18,US,,,,,USD,89000.0,,No,,,AAA,,27,,0.8200000000000001,AA-,issuer,AA-,4.6657534246575345,0.0024994520547945,reported
0,QuidelOrtho Corp,87615.15,,BBG01WK33CD5,74840YAG9,Delayed Draw Term Loan,94.0,SNSE,1.0, ,,12.0,FLT,ACTUAL_360,2.25,5.9047,0.0,0.0,08/21/2030,B1,B1,CWNT,B+,B+,CWNT,,B+,Healthcare & Pharmaceuticals,Health Care Providers & Services,Healthcare Providers,,0.4,US,,5414000000.0,,,USD,87615.15,,No,,,AAA,,22,,0.6,B+,issuer,B+,4.227397260273973,0.1121117808219178,reported
0,"United Natural Foods, Inc.",81238.05,,BBG01MG4HNL2,91116KAD7,Term Loan (05/24),100.563,SNSE,1.0,Yes,,12.0,FLT,ACTUAL_360,4.75,8.4022,0.0,,05/01/2031,B2,B3,CWNT,B,B,CWNT,,B,"Beverage, Food & Tobacco",Consumer Staples Distribution & Retail,"Food, Beverage & Tobacco",,0.55,US,,1485736431.94,,,USD,81238.05,,No,,,AAA,,17,,0.4499999999999999,B,issuer,B,4.920547945205479,0.1451123287671233,reported
0,Leia Finco US LLC,79094.37,,BBG01MNK1SH9,52526CAB5,Term Loan (07/24),94.75,SNSE,1.0,Yes,,4.0,FLT,ACTUAL_360,3.25,6.9271,0.0,,10/09/2031,B3,B2,CWNT,B-,B-,CWNT,,B,High Tech Industries,Software,Technology Software,,0.45,US,,4221881155.78,,,USD,79094.37,,No,,,AAA,B+,2,,0.55,B-,issuer,B-,5.361643835616438,0.227098904109589,reported
0,Star Parent Inc,75843.78,,BBG01J6KCJY4,87169DAB1,Term Loan B (09/23),100.25,SNSE,1.0, ,,4.0,FLT,ACTUAL_360,4.0,7.6996,0.0,,09/27/2030,B1,B1,CWNT,B,B,CWNT,,B+,Healthcare & Pharmaceuticals,Pharmaceuticals,Pharmaceuticals,,0.3,US,,7346000000.0,,,USD,75843.78,,No,,,AAA,BB-,24,,0.7,B,issuer,B,4.328767123287672,0.1317972602739726,reported
0,"Raven Acquisition Holdings, LLC",73720.68,,BBG01Q9T2KW6,75419XAD6,Delay Draw Term Loan (10/24),99.063,SNSE,1.0,Yes,,4.0,FLT,,3.0,3.0,0.0,0.03,11/19/2031,B3,B3,CWNT,B-,B-,CWNT,,B-,"Banking, Finance, Insurance & Real Estate",Health Care Providers & Services,Healthcare Providers,,0.4,US,,6299500000.0,,,USD,73720.68,,No,,,,,22,,0.6,B-,issuer,B-,5.473972602739726,0.2292106849315068,reported
0,ICON Luxembourg S.A.R.L.,72921.38,,BBG01LQDGTT3,L5000DAE7,Term Loan B (03/24),100.188,SNSE,1.0, ,,4.0,FLT,ACTUAL_360,2.0,5.6996,0.5,,07/03/2028,,Baa3,CWNT,BBB-,BBB-,CWNT,,BBB-,Services: Business,Professional Services,Business Services General,,0.5,US,,5142892780.3,,,USD,72921.38,,No,,,AAA,,28,,0.5,BBB-,issuer,BBB-,2.0931506849315067,0.0068030136986301,reported
0,Allwyn Entertainment Financing (US) LLC,66948.21,,BBG01RRS9703,02008EAC1,Term Loan B (1/25),98.125,SNSE,1.0,Yes,,4.0,FLT,ACTUAL_360,2.0,5.6687,0.0,,06/02/2031,Ba2,B1,,BB,BB,CWNT,,BB+,"Hotel, Gaming & Leisure","Hotels, Restaurants & Leisure","Gaming, Leisure & Entertainment",,0.4,US,,1690007229.21,,,USD,66948.21,,No,,,AAA,BB+,19,,0.6,BB,issuer,BB,5.008219178082192,0.0505830136986301,reported
0,M6 ETX Holdings II Midco LLC,66928.61,,BBG01X9W8196,55285DAJ0,Term Loan B (09/25),100.5,SNSE,1.0, ,,12.0,FLT,ACTUAL_360,2.5,6.1522,0.0,,04/01/2032,B1,B1,CWNT,B+,B+,CWNT,,B+,Energy: Oil & Gas,"Oil, Gas & Consumable Fuels",Energy (oil & gas),,0.5,US,,1404072813.5,,,USD,66928.61,,No,,,AAA,,25,,0.5,B+,issuer,B+,5.841095890410959,0.1430145205479452,reported
0,Lifepoint Health Inc,65668.75,,BBG01QXNX8G3,75915TAL6,Term Loan B,98.5,SNSE,1.0,Yes,,4.0,FLT,ACTUAL_360,3.5,7.1773,1.0,,05/19/2031,B2,B2,CWNT,B,B,CWNT,,B,Healthcare & Pharmaceuticals,Health Care Equipment & Supplies,Healthcare Devices,,0.4,US,,6523517667.89,,,USD,65668.75,,No,,,AAA,,21,,0.6,B,issuer,B,4.96986301369863,0.1462219178082191,reported
0,"Fogo De Chao, Inc.",59663.15,,BBG01J33W8X8,05553QAB8,Term Loan B,96.313,SNSE,1.0,Yes,,4.0,FLT,ACTUAL_360,4.75,8.4227,0.5,,09/22/2030,B3,B3,CWNT,B-,B-,CWNT,,B-,"Beverage, Food & Tobacco","Hotels, Restaurants & Leisure","Food, Beverage & Tobacco",,0.3,US,,762198583.2,,,USD,59663.15,,No,,,AAA,,17,,0.7,B-,issuer,B-,4.315068493150685,0.2019438356164383,reported
0,Caesars Entertainment Inc,53571.43,,BBG01QWKTDR2,12768EAG1,Term Loan (01/23),97.813,SNSE,1.0, ,,12.0,FLT,ACTUAL_360,2.25,5.9022,0.5,,02/06/2030,B1,Ba3,CWNT,B+,B+,CWNT,,BB-,"Hotel, Gaming & Leisure","Hotels, Restaurants & Leisure","Gaming, Leisure & Entertainment",,0.55,US,,17495125000.0,,,USD,53571.43,,No,,,AAA,,19,,0.4499999999999999,B+,issuer,B+,3.6904109589041094,0.0989339726027397,reported
0,GFL Environmental Services LP,52258.41,,BBG01S0Q8QM9,36257SAB8,Term Loan B (02/25),100.063,SNSE,1.0, ,,4.0,FLT,ACTUAL_360,2.5,6.1657,0.0,,03/03/2032,B2,B2,CWNT,B,B,CWNT,,BBB-,Environmental Industries,Commercial Services & Supplies,Environmental Services,,0.24,US,,2549250000.0,,,USD,52258.41,,No,,,AAA,,16,,0.76,B,issuer,B,5.761643835616439,0.1622090410958904,reported
0,EMRLD Borrower LP,46394.77,,BBG01WDDL6P1,26872NAD1,Term Loan B (06/24),100.0,SNSE,1.0,Yes,,4.0,FLT,ACTUAL_360,2.25,5.9496,0.0,,08/04/2031,B2,B2,CWNT,BB-,BB-,CWNT,,B+,High Tech Industries,"Electronic Equipment, Instruments & Components",Technology Hardware,,0.3,US,,9656915611.6,,,USD,46394.77,,No,,,AAA,BB,1,,0.7,BB-,issuer,BB-,5.1808219178082195,0.0857654794520548,reported
0,"Medline Borrower, LP",40206.94,,BBG01W91ZSY9,58503UAH6,Term Loan (07/25),99.938,SNSE,1.0,Yes,,12.0,FLT,ACTUAL_360,1.75,5.4022,0.5,,10/23/2028,Ba1,Ba1,CWNT,BB+,BB+,CWNT,,BBB-,Healthcare & Pharmaceuticals,Health Care Equipment & Supplies,Healthcare Devices,,0.55,US,,14848224465.31,,,USD,40206.94,,No,,,AAA,,21,,0.4499999999999999,BB+,issuer,BB+,2.4,0.0109799999999999,reported
0,"WideOpenWest Finance, LLC",35290.22,,BBG01QGBQLL1,96758DBG7,First Out Term Loan,101.438,SNSE,1.0,Yes,,4.0,FLT,ACTUAL_360,7.0,10.9306,1.5,,12/11/2028,B3,Ba3,CWNT,B-,B-,CWNT,,B-,Media: Broadcasting & Subscription,Media,Telecommunications,,0.7,US,,4468177287.62,,,USD,35290.22,,No,,,AAA,,3,,0.3,B-,issuer,B-,2.5342465753424657,0.1373232876712328,reported
0,"Signia Aerospace, LLC",33527.99,,BBG01W8Y7P57,82670NAH9,Delayed Draw Term Loan (07/25),100.438,SNSE,1.0,Yes,,4.0,FLT,,1.0,1.0,0.5,0.01,12/11/2031,B2,B2,CWNT,B,B,,,B+,Aerospace & Defense,Aerospace & Defense,Aerospace & Defense,,0.41,US,,2046583749.99,,,USD,33527.99,,No,,,,BB-,6,,0.5900000000000001,B,issuer,B,5.534246575342466,0.1576383561643835,reported
0,"Hightower Holding, LLC",22253.62,,BBG01WDCKLZ0,43117LAP8,Term Loan (8/25),99.5,SNSE,1.0,Yes,,4.0,FLT,ACTUAL_360,2.75,6.4081,0.0,,02/03/2032,B3,B2,CWNT,B-,B-,CWNT,,B-,"Banking, Finance, Insurance & Real Estate",Capital Markets,Banking & Finance,,0.35,US,,2781478564.8,,,USD,22253.62,,No,,,AAA,,27,,0.65,B-,issuer,B-,5.682191780821918,0.233125205479452,reported
0,"Student Transportation of America Holdings, Inc.",19536.54,,BBG01YV88PN3,86388BAF3,Delayed Draw Term Loan,101.0,SNSE,1.0, ,,12.0,FLT,,1.375,1.375,0.0,0.01,06/24/2032,B1,B1,CWNT,B+,B+,CWNT,,B+,Transportation: Consumer,Ground Transportation,Transportation & Distribution,,0.35,US,,870259376.0,,,USD,19536.54,,No,,,,,14,,0.65,B+,issuer,B+,6.071232876712329,0.1467969863013698,reported
